id,label,number_corners,length_width_ratio,perimeter_area_ratio,ratio_of_areas,solidity,mu02,mu03,m11,nu02,m12,mu21,mu20,nu20,m30,nu21,mu11,mu12,nu11,nu12,m02,m03,m00,m01,mu30,nu30,nu03,m10,m20,m21,hu1,hu2,hu3,hu4,hu5,hu6,hu7
1349,Ilex_Aquifolium,12,1.77987421384,0.0136596422022,1.55704349631,0.945687440994,626201031.424,105293087.671,7291545875.62,0.0476040321618,1616003380550,186098641.45,1773187189.72,0.134798340744,5857823425330,4.17739607525E-05,47535639.5262,4342986347.32,0.00361367675759,0.000974879449998,4830082571.08,1164603289390,114692.5,21957998.1667,-15188235636.4,-0.00340933579329,2.36353649744E-05,37837403.8333,14255861548.1,2760849891960,0.000714989841202,1.1709309783E-07,2.48613553378E-12,3.68031711888E-13,3.51335402881E-25,1.24743364478E-16,2.22395585738E-26
1202,Fagus_Sylvatica,3,1.62827225131,0.0110228129959,1.54517077231,0.942329983353,1253107620.91,236724340.031,11420817278.6,0.0536456119635,2860591398840,-408445522.741,2823406751.06,0.120870211349,9710498343080,-4.47266561456E-05,107997186.125,564449885.363,0.00462336597697,6.18098486296E-05,7974752866.58,2198226416890,152836.5,32051719.6667,635859549.922,6.96295340818E-05,2.59223998511E-05,53944432.5,21863372974.8,4660849797030,0.000684329677144,7.06818539394E-08,2.86700894092E-15,6.64541926937E-16,-4.83105797826E-31,1.63883554788E-19,-7.79741354881E-31
634,Populus_Nigra,6,1.23776223776,0.012464410923,1.66728147026,0.893485413901,1790276022.22,-60021109091.5,10526071666.5,0.0973128176965,3836818233650,33358923115.8,1311779053.37,0.0713034829796,2812670758740,0.00492350732393,-183983.882946,931415395.034,-1.00006869544E-05,0.000137469381225,15997106807,6276076710900,135636,43897126.3333,-1200093958.45,-0.000177124164749,-0.00885863039332,32524662.3333,9110989144.33,2981943911340,0.00066109388592,1.04307302845E-08,3.33404195029E-11,9.26117306595E-13,5.13730521872E-24,9.45563103872E-17,3.0200945087E-25
462,Ginkgo_Biloba,1,1.58556149733,0.0134616115907,1.68674753774,0.901960784314,171.485507246,-29.4328922406,935985.25,0.324169200844,112902395.917,2.5129173362,14.2065217393,0.0268554286186,884553413.75,0.000990509425201,-22.8152173912,-2.31758032119,-0.043128955371,-0.000913513993769,334498.833333,40370245.5,23,2773,-0.60491502285,-0.000238437621066,-0.0116014787893,7763.5,2620533,315929731.083,0.000797479199909,2.12279159776E-07,2.43652856232E-11,1.73861645176E-12,-1.11076354383E-23,-7.94383916778E-16,-2.16134255311E-24
963,Ilex_Aquifolium,10,1.92063492063,0.0130560267552,1.53211348453,0.941051412373,711649419.159,175024052.934,8399060766.08,0.0466609185189,1874439280830,-447511372.172,2098296248.78,0.137579582947,7608931549940,-8.34954974671E-05,34378309.2848,2623450675.35,0.00225409231732,0.000489476542586,5274540868.17,1287613885960,123497,23738226.6667,-12520961449.4,-0.0023361281299,3.26555285008E-05,43516864.3333,17432413526.2,3374587154030,0.000722367170284,1.27021242495E-07,9.36278748488E-13,2.20709373213E-13,1.00326503451E-25,7.86598912617E-17,-9.15285613199E-28
942,Tilia_Tomentosa,38,1.22556390977,0.0127079974447,1.48382411097,0.919879025436,1283437288.11,-4215801066.46,7270128415.92,0.0753818490974,1939224663680,4418040241.25,1459117452.89,0.0857003085918,3110849747100,0.000718364453517,16946237.9683,-7802361692.14,0.000995326195621,-0.00126864831171,7792988815.83,2309726879290,130483,29144224.3333,10124493596.4,0.0016462222869,-0.00068548077063,32473568.6667,9540880302.83,2143870425060,0.000631738687127,1.733932423E-09,2.24688415808E-12,9.02648854005E-15,1.24913293736E-27,3.75766695157E-19,3.03563201086E-28
178,Ginkgo_Biloba,1,1.48711340206,0.0140659608315,1.70402112939,0.82487579507,757103688.102,-9497375797.87,8050435286.21,0.044569378837,1858516714310,53611291541.8,2726820840.51,0.1605232057,6131782634700,0.00874193945579,-112146384.259,-10567570208.9,-0.00660186281454,-0.00172316421232,6316523399.42,1607790493780,130334.5,26918101.5,16959243309.9,0.00276540023505,-0.00154865666963,39522326.6667,14711478050.6,3023972073330,0.000802628003228,2.07015767573E-07,4.97167258882E-11,3.16707414141E-12,-3.92379096175E-23,-1.41785496455E-15,-6.30334686794E-24
383,Quercus_Rubra,12,1.4578125,0.01843286436,2.40371958215,0.579116428747,3311048449.32,26053196533.2,40090618382.5,0.055440269038,15716817717400,-30266153895.6,9542060850.12,0.159772479565,38164899028500,-0.00102513716329,-10177924.0781,52626575401.7,-0.000170419387628,0.00178250128533,33650705130.1,14216044412600,244382.5,86107381.5,149921602157,0.00507795627025,0.000882441161199,113810601.167,62544435970.8,21997583211400,0.000843147219347,1.65870571088E-07,8.97094673098E-13,2.80460659446E-12,-1.52080529784E-25,1.14145799732E-15,-4.44603771717E-24
987,Prunus_Avium,59,2.44410876133,0.0147716957297,1.69984955342,0.907989183443,903103284.538,-4032675288.98,12794259277.6,0.0373656171258,2925976208620,11914976153.4,4364526984.68,0.180580944657,16089668964300,0.00125029242366,241940216.318,-19389137446.5,0.0100102010978,-0.00203459002674,6975548490.33,1731555994590,155465,30725440.5,140419480687,0.014734852221,-0.000423166886444,63512394,30311358693.5,6200203354230,0.000854211213517,3.20712411644E-07,2.69341071274E-11,9.63301393379E-12,1.5516476522E-22,5.455120546E-15,4.03119540776E-25
38,Acer_Platanoids,5,1.38289205703,0.0169406347333,1.94819636878,0.687915142141,1615660496.1,-10316181943.9,18470460655,0.0568685270388,6176216834190,-36114274011.7,3772586604.2,0.132788691575,12032175731900,-0.00309621585708,116761935.097,-16121218471.2,0.00410982336894,-0.00138213417359,16966795428.7,6085215374950,168554,50867427.6667,31020579147,0.00265951377064,-0.000884446025656,60816704.8333,25716127468.2,7808940759620,0.000743547073187,8.93503423494E-08,6.87043845418E-12,1.03640518003E-12,-2.69045778387E-24,-2.71105260278E-16,6.40220624547E-25
